id,Value of House,TAX,LOT SQFT,YR BUILT,GROSS AREA,LIVING AREA,FLOORS,ROOMS,BEDROOMS,FULL BATH,HALF BATH,KITCHEN,FIREPLACE,REMODEL
584,288,3623,3417,1960,2520,1306,1.5,6,3,1,1,1,1,No
3778,292,3673,5487,1956,2095,988,1,5,3,1,0,1,2,No
2816,445.6,5605,4875,1910,3020,2007,2,9,4,1,1,1,0,Recent
1595,366.9,4615,5656,1928,2342,1450,2,7,3,1,0,1,0,No
171,274.1,3448,6781,1956,2064,1000,1,5,2,1,0,1,1,No
4718,307.2,3864,4400,1959,2520,1123,1,6,3,1,0,1,1,No
4496,381.8,4803,5500,1920,2796,1800,2,6,3,1,0,1,0,No
2891,374.7,4713,3800,1920,2779,1585,2,8,3,1,0,1,0,No
5485,398.7,5015,7188,1953,2568,1440,2,7,3,1,2,1,1,No
78,404.2,5084,5488,1940,3780,1992,1.5,8,4,2,1,1,1,Recent
1378,730.3,9187,5818,2003,6180,3970,2.5,9,4,2,1,1,0,No
4037,511.9,6439,39000,1900,4606,2448,2,10,4,2,0,1,1,No
5328,356,4478,4568,1930,2916,1333,1,8,4,1,1,1,0,No
1634,322.1,4052,4875,1920,2409,1014,1,6,3,1,0,1,0,Old
2016,337,4239,6790,1926,4000,1330,1,6,2,1,0,1,0,Old
802,356.4,4483,6253,1980,2748,1991,1,6,3,1,0,1,1,No
1490,388.9,4892,4293,1920,2778,1422,1.5,6,2,1,2,1,0,Old
201,289.5,3641,4335,1965,2087,1326,2,7,3,1,1,1,1,Old
4035,393.2,4946,5757,1910,3728,2112,2,7,3,1,0,1,1,No
699,343.5,4321,14521,1966,2588,1487,1,7,3,2,0,1,1,No
3240,326.7,4109,3250,1932,2564,1285,1.5,8,2,1,1,1,1,No
2304,419.1,5272,7500,1932,2500,1560,2,6,3,1,1,1,1,No
945,259.3,3261,3175,1955,2684,1183,1,5,2,1,0,1,1,No
4418,454.6,5718,6297,1925,2952,1591,1.5,8,4,2,0,1,1,Recent
4606,376.7,4738,7159,1952,2601,1114,1,7,3,1,1,1,1,Recent
653,360.6,4536,4933,1993,2014,1704,1,7,3,2,0,1,0,No
862,377.3,4746,4861,1920,3836,2107,2,6,3,2,0,1,1,Old
1953,368.2,4631,5803,1920,2551,1624,2,8,4,1,1,1,0,No
4689,428,5384,4675,1929,2767,1778,2,7,3,1,0,1,1,No
1756,337.1,4240,6270,1875,2784,1619,2,9,6,1,1,1,0,No
1811,441.5,5554,4073,1989,2641,1688,2.5,6,3,2,0,1,0,No
5308,368.6,4636,5000,1935,3040,1700,1.5,5,2,1,1,1,1,No
3626,332.3,4180,5820,1910,2142,1392,2,7,3,1,0,1,0,Old
5484,364.9,4590,4760,1960,2352,1100,1,5,3,2,0,1,1,No
2961,322.3,4054,4794,1955,2647,1414,1.5,5,2,1,1,1,1,No
2178,404.1,5083,6654,1951,2804,1438,2,6,3,1,1,1,1,No
2492,583.1,7335,8800,1900,5221,2931,2,10,5,1,1,1,0,No
200,354.2,4455,6000,1926,2936,1650,2,8,3,2,0,1,0,No
5288,406.8,5117,5000,1936,3148,2088,2,11,3,1,0,1,1,Old
5534,460.7,5795,7218,1945,2638,1683,2,8,4,2,1,1,0,Recent
4404,404.4,5087,8250,1910,3076,1874,2,10,4,1,1,1,0,No
2916,349.5,4396,4779,1955,2680,1414,1.5,6,3,1,1,1,1,No
5577,402.7,5065,5372,1960,3404,1678,1,8,3,2,1,1,2,No
4015,313.5,3943,4500,1930,2102,1350,2,6,2,1,0,1,1,No
4948,419.6,5278,6000,1929,2786,1778,2,7,3,1,1,1,1,Old
3877,605.2,7613,7414,1920,4601,2484,2,9,5,2,1,1,1,Old
159,272.9,3433,2800,1920,2663,1430,2,6,3,1,1,1,0,No
52,314.3,3953,7193,1900,2740,1508,2,7,3,1,0,1,0,No
4447,612.6,7706,6150,2001,3667,2726,2,10,4,2,2,1,1,No
1227,309.8,3897,4946,1950,2495,1403,1.5,6,3,2,0,1,1,No
2452,363.8,4576,5481,1930,3022,1450,2,7,3,1,1,1,1,No
5096,587.2,7386,9042,1995,3236,1976,2,7,3,2,2,1,1,No
4840,439.5,5528,8027,1957,2410,1266,1,7,3,1,1,1,1,No
204,283.5,3566,4824,1916,1795,933,1.5,7,3,2,0,1,0,No
668,444.6,5593,4851,2000,2957,1680,2,5,3,2,0,1,0,No
4263,440.1,5536,10342,1925,2488,1590,2,7,3,1,1,1,1,No
98,340,4277,5400,1940,2714,1376,1.5,6,3,1,0,1,1,Recent
1159,291.1,3662,4160,1950,2720,1498,1.5,6,2,1,1,1,1,No
818,245.5,3088,4500,1908,2054,1444,2,7,3,1,0,1,0,No
2147,370.8,4664,5246,1931,2754,1544,2,7,3,1,0,1,1,No
1048,277.6,3492,3586,1929,1984,944,1,5,2,1,0,1,0,No
1015,245.8,3092,3266,1935,1216,576,1,5,2,1,0,1,0,No
1941,339.3,4268,4275,1920,2184,1288,2,6,3,1,1,1,1,No
4785,478.4,6018,5631,1940,3376,1740,1.5,7,3,2,1,1,1,Recent
2698,354,4453,5000,1920,2520,1440,2,7,4,1,1,1,1,Recent
824,314.7,3958,3450,1970,2404,1484,2,7,3,1,1,1,0,No
1595,366.9,4615,5656,1928,2342,1450,2,7,3,1,0,1,0,No
3532,289.5,3641,5000,1930,2206,995,1,5,2,1,0,1,0,No
4781,379.9,4779,5254,1950,2852,1306,1.5,7,4,1,1,1,1,No
2389,410.8,5167,4298,1904,3716,2059,2,7,2,2,0,1,1,No
3378,541.7,6814,14513,1910,3475,2084,2,7,3,1,0,1,0,No
3325,345.6,4347,5100,1915,1799,1120,2,6,3,1,0,1,1,Recent
1268,458.4,5766,9100,1900,3009,1780,2,7,3,2,1,1,0,Recent
2102,457.7,5757,9006,1930,2770,1666,2,7,4,1,1,1,1,No
3113,453.1,5700,10119,1880,3437,1900,2,9,5,1,0,1,0,No
4583,520.9,6552,8297,1880,3716,2344,2,7,4,1,0,1,1,No
53,405.5,5101,3867,1996,2431,1560,2,7,3,2,1,1,1,No
5674,511.4,6433,6210,1938,3552,2316,2,6,3,2,1,1,1,Recent
2171,422.2,5311,6777,1890,3535,2053,2.5,7,3,1,1,1,1,No
698,246.3,3098,9282,1920,2065,1122,2,6,3,2,0,1,0,No
4699,362.4,4558,4317,1920,2264,1440,2,7,3,1,0,1,1,Old
2213,276.4,3477,2544,1900,2303,1532,2,7,3,1,0,1,0,Recent
4847,397.3,4998,5000,1920,2864,1752,2,8,3,1,1,1,0,No
5060,321,4038,3500,1920,2378,1408,2,7,4,1,0,1,1,No
5210,360.3,4532,4500,1925,2680,1200,1,6,3,1,1,1,1,No
3932,314.6,3957,3686,1914,2410,1539,2,7,3,1,1,1,1,Old
5199,482.5,6069,6800,1936,2826,1624,2,7,3,1,1,1,1,No
4752,437.1,5498,5835,1940,2916,1680,2,6,2,1,1,1,1,No
4773,381.4,4798,5236,1945,3715,1862,2,6,2,1,1,1,1,No
4010,336,4226,4800,1920,2997,1210,1,7,4,2,0,1,0,Recent
5118,382.7,4814,4947,1925,2692,1661,2,6,3,1,1,1,1,No
3682,269.1,3385,3495,1920,2044,912,1,5,2,1,0,1,0,No
576,310,3899,6000,1960,2088,1521,1,7,3,1,1,1,0,No
1203,395.7,4977,6000,1989,2820,1800,2,7,3,2,1,1,1,No
4414,359.6,4523,6000,1925,2730,1264,1,7,3,1,0,1,1,Recent
928,309.8,3897,10925,1945,1645,1255,1,4,2,1,0,1,0,No
3348,343.1,4316,5941,1955,2084,1372,2,6,3,1,1,1,0,No
2210,413.2,5198,5460,1939,2872,1763,2,6,3,1,1,1,1,No
972,263.4,3313,5380,1950,2450,1225,1,6,3,1,0,1,0,No
2715,300.7,3782,5867,1954,1736,820,1,8,4,1,1,1,0,No
480,299.1,3762,4772,1900,2652,1584,2,6,3,1,0,1,0,No
1609,289.1,3636,5445,1950,2520,1075,1,7,3,1,1,1,0,Old
4920,442.5,5566,6000,1930,3083,1985,2,9,3,1,0,1,0,No
4076,315.5,3968,5000,1950,2256,1042,1,7,3,1,0,1,0,No
3420,571.2,7185,13420,1929,4442,2402,1.5,9,3,2,0,1,1,No
3566,426.5,5365,5000,1949,2680,1734,2,6,3,2,0,1,0,Old
1657,330.2,4153,5097,1967,2420,1284,1.5,6,3,1,1,1,0,No
3264,364.2,4581,11168,1915,2944,1664,2,7,3,1,1,1,0,No
2956,267.5,3365,4068,1929,2060,988,1,5,2,1,1,1,0,No
1431,332.9,4187,4250,1955,2622,1360,1.5,8,3,2,0,1,1,No
504,220.4,2772,2644,1920,1730,1063,2,6,3,1,1,1,0,No
4679,643.1,8090,12600,1880,5623,3040,2,10,6,1,1,1,0,No
2168,314.5,3956,6620,1950,2734,1156,1,5,2,1,0,1,1,No
5132,465.3,5853,6162,1995,2640,1632,2,10,3,2,1,1,1,No
3242,321.3,4041,3609,1930,2232,1392,2,6,3,1,1,1,1,No
3364,338.2,4254,5250,1960,2228,1060,1,6,2,1,1,1,0,No
1573,303.5,3818,5214,1920,2256,1344,2,7,3,1,0,1,0,No
102,339.9,4275,5035,1925,3264,1523,1,6,2,1,0,1,0,Recent
2460,388.9,4892,6360,1924,2380,1472,2,6,3,1,1,1,1,No
116,274.2,3449,3617,1955,2784,1435,1.5,5,2,1,1,1,1,No
4526,335.4,4219,5000,1950,2826,1252,1,6,2,1,0,1,1,Old
3740,519.5,6535,5716,1900,4299,2419,2,7,4,1,1,1,1,No
3973,401.3,5048,4000,1920,3788,2067,2,7,3,1,1,1,0,No
334,320,4025,4411,1960,2284,1558,1,7,3,1,1,1,2,No
5460,376.6,4737,4761,1933,2772,1816,2.5,7,3,1,1,1,1,Old
3817,350,4403,4602,1910,2512,1544,2,6,3,1,1,1,1,Old
1234,378.8,4765,6000,1985,2851,1795,2,6,3,2,0,1,1,No
4111,392.5,4937,6325,1925,3717,1964,1.5,9,5,2,0,1,1,No
4568,475.1,5976,20181,1900,3467,2179,2,7,3,1,0,1,0,No
630,286.8,3607,4369,1960,2627,1384,1.5,6,3,2,0,1,1,No
4858,325.4,4093,4080,1950,2577,1169,1,6,2,2,0,1,1,Recent
4431,484.5,6095,8474,1940,2844,1558,2,7,3,1,1,1,1,No
1923,510.2,6418,20031,1953,4216,1836,1,7,3,1,1,1,2,No
2615,303.9,3823,3643,1930,2333,1344,2,6,3,1,0,1,0,No
1042,233.9,2942,4804,1960,1065,925,1,5,3,1,0,1,0,No
5022,309,3887,3673,1925,1695,1008,2,5,2,1,0,1,0,No
923,358.9,4514,7554,1960,3271,1591,1.5,7,3,2,0,1,1,No
927,278.6,3504,5980,1958,2576,1165,1,6,3,2,0,1,1,No
1552,272.9,3433,4523,1920,3188,1420,1,4,2,1,0,1,0,No
618,346.2,4355,4527,1956,2240,1428,2,8,4,1,1,1,1,Recent
1891,467.3,5878,6880,1990,2825,1844,2,6,3,2,1,1,1,No
3821,418.8,5268,5000,1934,3216,1903,2,8,3,1,2,1,0,No
1915,390.4,4911,5187,1935,2610,1536,2,6,3,1,1,1,0,No
4445,449.8,5658,4645,1920,2839,1709,2,9,3,2,1,1,0,No
719,327.9,4124,3981,1960,2040,1300,2,7,4,1,1,1,0,No
1899,305.9,3848,5000,1947,2210,1275,2,6,3,1,1,1,1,No
308,311.1,3913,6000,1960,2140,1966,1,7,3,2,0,1,0,No
2478,469.3,5903,6125,1935,3118,1940,2,8,3,1,1,1,1,Recent
4332,334.2,4204,5400,1900,1762,1164,2,6,3,1,0,1,0,No
1534,359.5,4522,6600,1981,2732,1306,1.5,6,2,2,0,1,0,No
3058,281.6,3542,4000,1925,1954,912,1,5,2,1,0,1,0,No
1816,363.1,4567,4948,1950,2812,1428,1.5,7,2,1,1,1,1,No
188,368,4629,2295,2002,2718,1728,2,7,3,2,1,1,1,No
1738,268.5,3377,3510,1960,2304,1306,1.5,6,3,2,0,1,1,No
1436,298.6,3756,3928,1950,2460,1346,1.5,6,2,1,1,1,1,No
3806,610,7673,8143,1892,5418,3084,2,11,5,1,1,1,2,Recent
4962,458.4,5766,4620,1910,3346,1921,2,8,4,2,0,1,1,Recent
2129,438.9,5521,5250,1950,2724,1592,2,7,3,1,1,1,1,No
5036,498.4,6269,6922,1920,3567,1932,2,7,3,1,1,1,1,No
715,284.2,3575,4042,1955,2505,1315,1,6,3,2,0,1,1,No
3749,290.8,3658,4300,1930,2572,1228,1,6,3,1,0,1,1,Old
5454,356.5,4484,4096,1930,2688,1500,2,7,3,1,1,1,1,No
2581,618.4,7779,11200,1952,4048,2309,2,8,4,2,2,1,1,Recent
5317,322.4,4055,6700,1930,2384,1476,2,7,3,1,1,1,1,No
3065,464.3,5840,6353,1915,3720,1792,2,6,3,1,1,1,1,Recent
5046,385.2,4845,5632,1925,2530,1634,2,7,3,1,0,1,1,No
4201,414.9,5219,5944,1966,2940,1415,1,5,3,1,0,1,1,No
4905,426.1,5360,4726,1880,2647,1706,2,7,4,1,1,1,0,No
943,258.8,3255,4063,1952,2168,1056,1,5,2,1,0,1,0,No
3317,310.1,3901,3217,1965,2008,1274,2,7,3,1,1,1,1,No
3427,443.3,5576,8492,1900,4829,2680,2,10,5,1,1,1,1,No
4666,351.1,4416,4640,1956,2208,1378,2,7,3,1,0,1,1,No
3718,330.3,4155,3200,1964,2647,1408,1.5,5,3,2,0,1,1,No
4369,393.7,4952,6032,1950,2514,1516,2,7,3,1,1,1,1,Recent
3832,292.1,3674,4250,1957,2430,1137,1,6,3,1,0,1,1,Old
3964,245.1,3083,3729,1920,2104,1272,2,7,4,1,0,1,0,No
2800,598,7522,11048,1880,5657,3301,2,8,4,1,1,1,0,No
4666,351.1,4416,4640,1956,2208,1378,2,7,3,1,0,1,1,No
1425,324.1,4077,5668,1950,3263,1347,1,7,3,1,0,1,1,Old
581,316.6,3982,6012,1967,2244,1320,2,6,3,1,1,1,0,No
3548,349.3,4394,5792,1890,3000,2032,2,12,3,2,0,1,0,No
289,206,2591,2436,1920,2476,1265,1.5,5,3,1,0,1,0,No
298,474.4,5967,5604,2008,3526,2118,2,8,4,2,1,1,0,No
382,348.3,4381,5441,1960,2416,1726,1,8,4,2,0,1,1,Recent
5677,404.8,5092,6500,1989,2880,1296,1,7,3,2,1,1,2,No
199,287.8,3620,6750,1956,2060,960,1,6,3,1,0,1,1,No
541,296.7,3732,5935,1960,2013,1320,2,6,3,1,1,1,0,No
1803,464.5,5843,5616,1990,2590,1650,2,8,5,2,2,1,0,No
5786,363.2,4569,4202,1941,2328,1410,2,6,3,1,1,1,1,No
3662,498.1,6266,8545,1899,4154,2368,2,9,4,2,1,1,2,No
2875,370,4654,6065,1905,3100,1942,2,7,3,1,0,1,0,No
1187,416.4,5238,6000,1989,2700,1740,2,9,2,1,2,1,1,No
449,282.6,3555,5963,1963,2136,1008,1,7,3,1,1,1,0,No
5152,377.2,4745,6276,1930,2750,1918,2,9,4,2,0,1,1,No
1322,327.3,4117,9551,1950,2964,1238,1,6,2,1,1,1,0,No
1830,305.8,3846,5400,1935,2971,1344,1,5,2,1,0,1,1,No
5322,372.1,4681,5000,1962,2658,1737,2,7,4,1,1,1,1,No
3846,348.2,4380,4850,1930,3075,1680,1.5,7,2,2,0,1,1,No
3566,426.5,5365,5000,1949,2680,1734,2,6,3,2,0,1,0,Old
2751,473,5950,8058,1924,3541,2224,2,8,4,1,1,1,1,Old
2841,300.4,3779,5500,1950,2164,1040,1,5,2,1,0,1,1,No
4304,342.1,4303,5307,1935,2302,1464,2,6,3,1,0,1,0,No
3782,483.5,6082,4000,1987,3692,2142,2,7,3,1,1,1,1,No
1840,431,5421,5412,1989,2508,1600,2,8,3,2,1,1,1,No
5670,280.9,3533,5000,1950,2256,1224,1.5,5,3,1,0,1,1,No
5794,399,5019,6350,1950,2361,1662,2,7,3,1,1,1,1,No
2763,421.7,5304,8750,1900,3700,1905,2,7,3,2,0,1,1,No
4264,694.9,8741,10466,1986,3776,2256,2,7,3,2,1,1,1,No
4123,446.2,5613,4648,1999,3548,1768,1.5,6,3,1,1,1,0,No
4632,458.5,5767,5299,1940,3186,1813,2,8,5,1,1,1,1,No
102,339.9,4275,5035,1925,3264,1523,1,6,2,1,0,1,0,Recent
4890,428.4,5389,6255,1940,2553,1494,2,7,3,1,1,1,1,No
68,351.2,4418,10000,1875,2232,1392,2,7,3,1,1,1,0,No
479,311.2,3914,9551,1943,2508,1306,1.5,6,2,1,1,1,1,Old
1490,388.9,4892,4293,1920,2778,1422,1.5,6,2,1,2,1,0,Old
4149,371.6,4674,5371,1925,3051,1790,2,7,3,1,0,1,1,No
3369,377.7,4751,6259,1940,2443,1612,2,8,4,1,1,1,1,No
169,242.9,3055,4151,1920,2068,1248,2,7,3,1,0,1,0,No
5579,381,4792,6168,1950,2238,1260,2,6,2,1,0,1,0,No
1729,304.2,3826,4782,1950,2584,1400,1.5,6,3,2,0,1,1,No
628,311.9,3923,6612,1965,2107,1487,1,7,3,1,1,2,0,No
1793,368.3,4633,6600,1920,2520,1600,2,7,4,1,1,1,1,No
2250,491.1,6178,6500,1958,3722,2048,2,8,4,3,1,1,1,Recent
2029,289,3635,6522,1930,2366,988,1,5,2,1,0,1,1,No
2853,458.8,5771,5500,1910,3584,2016,2,10,3,1,1,1,1,No
1164,302.9,3810,6690,1970,1592,780,1,5,2,1,0,1,0,No
172,237,2981,3200,1911,1292,1020,2,6,3,1,0,1,0,Old
4320,428,5384,6297,1920,2527,1538,2,7,4,1,1,1,1,Recent
2298,431.6,5429,3921,1928,2346,1793,2,7,3,1,1,1,1,No
5443,242,3044,5415,1925,1782,734,1,5,2,1,0,1,0,No
3400,367.8,4626,3450,1900,3629,1866,2,9,3,1,1,1,0,No
1632,252,3170,4242,1940,2036,928,1,5,2,1,0,1,1,Old
1002,367.9,4628,8060,1953,2689,1469,1.5,6,3,1,1,1,1,Recent
602,265.3,3337,4297,1960,2496,1354,1.5,6,3,1,0,1,1,No
3975,324.5,4082,4988,1940,2360,1485,2,6,3,1,1,1,0,No
1916,413,5195,5187,1935,3585,1894,2,8,4,2,1,1,1,No
3269,576.5,7252,9200,1899,3969,2520,2,9,4,2,1,1,3,Recent
4806,350.4,4408,4600,1962,2016,1288,2,7,3,1,1,1,1,No
4767,393.2,4946,5750,1916,2903,1780,2,8,4,1,1,1,0,No
1377,501.8,6312,10400,1880,3670,2425,2,7,3,2,1,1,2,Recent
4133,330,4151,4000,1957,2220,1254,2,7,3,1,1,1,1,No
4979,399.3,5023,7218,1930,2978,1692,2,7,3,1,1,1,0,No
2127,407.3,5123,6252,1915,3172,1720,2,7,3,2,0,1,0,Recent
1180,261.7,3292,4226,1958,2114,1025,1,5,3,1,0,1,1,No
3412,311.8,3922,4000,1930,3438,1436,1,6,2,1,0,1,0,No
2973,264.5,3327,3800,1930,2084,1000,1,5,2,1,0,1,1,No
4331,421.2,5298,7045,1925,2699,1656,2,7,4,1,1,1,2,No
2857,511.3,6432,13950,1920,4173,2278,2,9,5,2,0,1,1,No
320,347.9,4376,4269,1960,2236,1368,2,6,4,1,1,1,1,No
835,305.2,3839,6396,1954,2635,1201,1,5,2,1,0,1,1,No
1855,436.5,5491,4181,1935,2251,1387,2,6,3,2,0,1,0,Recent
318,255,3207,4200,1960,1940,970,1,7,3,1,1,1,1,No
1508,272.3,3425,5400,1960,2132,1056,1,5,2,1,0,1,1,No
5393,413,5195,4876,1930,3440,1942,2,7,3,1,1,1,1,Recent
2943,359.9,4527,4524,1930,2567,1664,2,8,4,1,1,1,0,No
2161,400,5032,5974,1930,2474,1524,2,7,3,1,0,1,1,Recent
4519,332.6,4184,5122,1951,1664,792,1,5,2,1,0,1,1,No
2663,419.7,5279,5000,1907,3136,1810,2,8,5,1,0,1,0,Recent
5485,398.7,5015,7188,1953,2568,1440,2,7,3,1,2,1,1,No
4077,363.4,4571,4150,1965,2190,1470,2,6,3,1,1,1,1,No
2847,328.9,4137,3712,1926,2459,1425,2,6,3,1,1,1,1,No
4561,450.1,5662,5400,1931,3512,2013,2,7,4,2,1,1,1,Old
1146,304.2,3826,7842,1958,2106,936,1,4,3,1,1,1,0,No
2644,325.5,4094,6875,1940,3070,1540,1,7,3,2,0,1,0,No
3049,537.6,6763,9904,1910,5074,2860,2,10,6,1,1,1,0,No
2072,404.1,5083,6688,1938,2510,1350,2,6,3,1,1,1,1,No
458,265.9,3345,6946,1950,2339,1075,1,6,3,1,0,1,1,No
449,282.6,3555,5963,1963,2136,1008,1,7,3,1,1,1,0,No
5232,403.6,5077,5000,1930,3012,1936,2,8,3,1,1,1,1,No
202,186.3,2343,4300,1920,1926,960,1,5,2,1,0,1,1,No
3023,683.1,8593,11550,1900,4989,3245,2.5,9,4,3,1,1,2,No
2818,671.9,8452,7820,1930,4169,2374,2,9,5,2,1,1,1,Old
5418,275.3,3463,5000,1925,1812,864,1,5,2,1,0,1,0,No
500,317.8,3997,11250,1954,2566,1244,1,6,3,1,1,1,1,No
5547,389.6,4901,7395,1949,2499,1454,2,8,4,1,1,1,1,No
4,498.6,6272,13773,1957,5032,2608,1,9,5,1,1,1,1,No
4818,403.8,5079,5000,1928,2719,1718,2,7,3,1,1,1,0,No
150,291.5,3667,6000,1971,2080,2028,1,8,4,1,1,1,0,No
