Value of House,TAX,LOT SQFT,GROSS AREA,LIVING AREA,FLOORS,ROOMS,BEDROOMS,FULL BATH,HALF BATH,FIREPLACE,Old,Recent
309.8,3897,10925,1645,1255,1.0,4,2,1,0,0,False,False
343.1,4316,5941,2084,1372,2.0,6,3,1,1,0,False,False
413.2,5198,5460,2872,1763,2.0,6,3,1,1,1,False,False
263.4,3313,5380,2450,1225,1.0,6,3,1,0,0,False,False
300.7,3782,5867,1736,820,1.0,8,4,1,1,0,False,False
299.1,3762,4772,2652,1584,2.0,6,3,1,0,0,False,False
289.1,3636,5445,2520,1075,1.0,7,3,1,1,0,True,False
442.5,5566,6000,3083,1985,2.0,9,3,1,0,0,False,False
315.5,3968,5000,2256,1042,1.0,7,3,1,0,0,False,False
571.2,7185,13420,4442,2402,1.5,9,3,2,0,1,False,False
426.5,5365,5000,2680,1734,2.0,6,3,2,0,0,True,False
330.2,4153,5097,2420,1284,1.5,6,3,1,1,0,False,False
364.2,4581,11168,2944,1664,2.0,7,3,1,1,0,False,False
267.5,3365,4068,2060,988,1.0,5,2,1,1,0,False,False
332.9,4187,4250,2622,1360,1.5,8,3,2,0,1,False,False
220.4,2772,2644,1730,1063,2.0,6,3,1,1,0,False,False
643.1,8090,12600,5623,3040,2.0,10,6,1,1,0,False,False
314.5,3956,6620,2734,1156,1.0,5,2,1,0,1,False,False
465.3,5853,6162,2640,1632,2.0,10,3,2,1,1,False,False
321.3,4041,3609,2232,1392,2.0,6,3,1,1,1,False,False
338.2,4254,5250,2228,1060,1.0,6,2,1,1,0,False,False
303.5,3818,5214,2256,1344,2.0,7,3,1,0,0,False,False
339.9,4275,5035,3264,1523,1.0,6,2,1,0,0,False,True
388.9,4892,6360,2380,1472,2.0,6,3,1,1,1,False,False
274.2,3449,3617,2784,1435,1.5,5,2,1,1,1,False,False
335.4,4219,5000,2826,1252,1.0,6,2,1,0,1,True,False
519.5,6535,5716,4299,2419,2.0,7,4,1,1,1,False,False
401.3,5048,4000,3788,2067,2.0,7,3,1,1,0,False,False
320.0,4025,4411,2284,1558,1.0,7,3,1,1,2,False,False
376.6,4737,4761,2772,1816,2.5,7,3,1,1,1,True,False
350.0,4403,4602,2512,1544,2.0,6,3,1,1,1,True,False
378.8,4765,6000,2851,1795,2.0,6,3,2,0,1,False,False
392.5,4937,6325,3717,1964,1.5,9,5,2,0,1,False,False
475.1,5976,20181,3467,2179,2.0,7,3,1,0,0,False,False
286.8,3607,4369,2627,1384,1.5,6,3,2,0,1,False,False
325.4,4093,4080,2577,1169,1.0,6,2,2,0,1,False,True
484.5,6095,8474,2844,1558,2.0,7,3,1,1,1,False,False
510.2,6418,20031,4216,1836,1.0,7,3,1,1,2,False,False
303.9,3823,3643,2333,1344,2.0,6,3,1,0,0,False,False
233.9,2942,4804,1065,925,1.0,5,3,1,0,0,False,False
309.0,3887,3673,1695,1008,2.0,5,2,1,0,0,False,False
358.9,4514,7554,3271,1591,1.5,7,3,2,0,1,False,False
278.6,3504,5980,2576,1165,1.0,6,3,2,0,1,False,False
272.9,3433,4523,3188,1420,1.0,4,2,1,0,0,False,False
346.2,4355,4527,2240,1428,2.0,8,4,1,1,1,False,True
467.3,5878,6880,2825,1844,2.0,6,3,2,1,1,False,False
418.8,5268,5000,3216,1903,2.0,8,3,1,2,0,False,False
390.4,4911,5187,2610,1536,2.0,6,3,1,1,0,False,False
449.8,5658,4645,2839,1709,2.0,9,3,2,1,0,False,False
327.9,4124,3981,2040,1300,2.0,7,4,1,1,0,False,False
305.9,3848,5000,2210,1275,2.0,6,3,1,1,1,False,False
311.1,3913,6000,2140,1966,1.0,7,3,2,0,0,False,False
469.3,5903,6125,3118,1940,2.0,8,3,1,1,1,False,True
334.2,4204,5400,1762,1164,2.0,6,3,1,0,0,False,False
359.5,4522,6600,2732,1306,1.5,6,2,2,0,0,False,False
281.6,3542,4000,1954,912,1.0,5,2,1,0,0,False,False
363.1,4567,4948,2812,1428,1.5,7,2,1,1,1,False,False
368.0,4629,2295,2718,1728,2.0,7,3,2,1,1,False,False
268.5,3377,3510,2304,1306,1.5,6,3,2,0,1,False,False
298.6,3756,3928,2460,1346,1.5,6,2,1,1,1,False,False
610.0,7673,8143,5418,3084,2.0,11,5,1,1,2,False,True
458.4,5766,4620,3346,1921,2.0,8,4,2,0,1,False,True
438.9,5521,5250,2724,1592,2.0,7,3,1,1,1,False,False
498.4,6269,6922,3567,1932,2.0,7,3,1,1,1,False,False
284.2,3575,4042,2505,1315,1.0,6,3,2,0,1,False,False
290.8,3658,4300,2572,1228,1.0,6,3,1,0,1,True,False
356.5,4484,4096,2688,1500,2.0,7,3,1,1,1,False,False
618.4,7779,11200,4048,2309,2.0,8,4,2,2,1,False,True
322.4,4055,6700,2384,1476,2.0,7,3,1,1,1,False,False
464.3,5840,6353,3720,1792,2.0,6,3,1,1,1,False,True
385.2,4845,5632,2530,1634,2.0,7,3,1,0,1,False,False
414.9,5219,5944,2940,1415,1.0,5,3,1,0,1,False,False
426.1,5360,4726,2647,1706,2.0,7,4,1,1,0,False,False
258.8,3255,4063,2168,1056,1.0,5,2,1,0,0,False,False
310.1,3901,3217,2008,1274,2.0,7,3,1,1,1,False,False
443.3,5576,8492,4829,2680,2.0,10,5,1,1,1,False,False
351.1,4416,4640,2208,1378,2.0,7,3,1,0,1,False,False
330.3,4155,3200,2647,1408,1.5,5,3,2,0,1,False,False
393.7,4952,6032,2514,1516,2.0,7,3,1,1,1,False,True
292.1,3674,4250,2430,1137,1.0,6,3,1,0,1,True,False
245.1,3083,3729,2104,1272,2.0,7,4,1,0,0,False,False
598.0,7522,11048,5657,3301,2.0,8,4,1,1,0,False,False
351.1,4416,4640,2208,1378,2.0,7,3,1,0,1,False,False
324.1,4077,5668,3263,1347,1.0,7,3,1,0,1,True,False
316.6,3982,6012,2244,1320,2.0,6,3,1,1,0,False,False
349.3,4394,5792,3000,2032,2.0,12,3,2,0,0,False,False
206.0,2591,2436,2476,1265,1.5,5,3,1,0,0,False,False
474.4,5967,5604,3526,2118,2.0,8,4,2,1,0,False,False
348.3,4381,5441,2416,1726,1.0,8,4,2,0,1,False,True
404.8,5092,6500,2880,1296,1.0,7,3,2,1,2,False,False
287.8,3620,6750,2060,960,1.0,6,3,1,0,1,False,False
296.7,3732,5935,2013,1320,2.0,6,3,1,1,0,False,False
464.5,5843,5616,2590,1650,2.0,8,5,2,2,0,False,False
363.2,4569,4202,2328,1410,2.0,6,3,1,1,1,False,False
498.1,6266,8545,4154,2368,2.0,9,4,2,1,2,False,False
370.0,4654,6065,3100,1942,2.0,7,3,1,0,0,False,False
416.4,5238,6000,2700,1740,2.0,9,2,1,2,1,False,False
282.6,3555,5963,2136,1008,1.0,7,3,1,1,0,False,False
377.2,4745,6276,2750,1918,2.0,9,4,2,0,1,False,False
327.3,4117,9551,2964,1238,1.0,6,2,1,1,0,False,False
305.8,3846,5400,2971,1344,1.0,5,2,1,0,1,False,False
372.1,4681,5000,2658,1737,2.0,7,4,1,1,1,False,False
348.2,4380,4850,3075,1680,1.5,7,2,2,0,1,False,False
426.5,5365,5000,2680,1734,2.0,6,3,2,0,0,True,False
473.0,5950,8058,3541,2224,2.0,8,4,1,1,1,True,False
300.4,3779,5500,2164,1040,1.0,5,2,1,0,1,False,False
342.1,4303,5307,2302,1464,2.0,6,3,1,0,0,False,False
483.5,6082,4000,3692,2142,2.0,7,3,1,1,1,False,False
431.0,5421,5412,2508,1600,2.0,8,3,2,1,1,False,False
280.9,3533,5000,2256,1224,1.5,5,3,1,0,1,False,False
399.0,5019,6350,2361,1662,2.0,7,3,1,1,1,False,False
421.7,5304,8750,3700,1905,2.0,7,3,2,0,1,False,False
694.9,8741,10466,3776,2256,2.0,7,3,2,1,1,False,False
446.2,5613,4648,3548,1768,1.5,6,3,1,1,0,False,False
458.5,5767,5299,3186,1813,2.0,8,5,1,1,1,False,False
339.9,4275,5035,3264,1523,1.0,6,2,1,0,0,False,True
428.4,5389,6255,2553,1494,2.0,7,3,1,1,1,False,False
351.2,4418,10000,2232,1392,2.0,7,3,1,1,0,False,False
311.2,3914,9551,2508,1306,1.5,6,2,1,1,1,True,False
388.9,4892,4293,2778,1422,1.5,6,2,1,2,0,True,False
371.6,4674,5371,3051,1790,2.0,7,3,1,0,1,False,False
377.7,4751,6259,2443,1612,2.0,8,4,1,1,1,False,False
242.9,3055,4151,2068,1248,2.0,7,3,1,0,0,False,False
381.0,4792,6168,2238,1260,2.0,6,2,1,0,0,False,False
304.2,3826,4782,2584,1400,1.5,6,3,2,0,1,False,False
311.9,3923,6612,2107,1487,1.0,7,3,1,1,0,False,False
368.3,4633,6600,2520,1600,2.0,7,4,1,1,1,False,False
491.1,6178,6500,3722,2048,2.0,8,4,3,1,1,False,True
289.0,3635,6522,2366,988,1.0,5,2,1,0,1,False,False
458.8,5771,5500,3584,2016,2.0,10,3,1,1,1,False,False
302.9,3810,6690,1592,780,1.0,5,2,1,0,0,False,False
237.0,2981,3200,1292,1020,2.0,6,3,1,0,0,True,False
428.0,5384,6297,2527,1538,2.0,7,4,1,1,1,False,True
431.6,5429,3921,2346,1793,2.0,7,3,1,1,1,False,False
242.0,3044,5415,1782,734,1.0,5,2,1,0,0,False,False
367.8,4626,3450,3629,1866,2.0,9,3,1,1,0,False,False
252.0,3170,4242,2036,928,1.0,5,2,1,0,1,True,False
367.9,4628,8060,2689,1469,1.5,6,3,1,1,1,False,True
265.3,3337,4297,2496,1354,1.5,6,3,1,0,1,False,False
324.5,4082,4988,2360,1485,2.0,6,3,1,1,0,False,False
413.0,5195,5187,3585,1894,2.0,8,4,2,1,1,False,False
576.5,7252,9200,3969,2520,2.0,9,4,2,1,3,False,True
350.4,4408,4600,2016,1288,2.0,7,3,1,1,1,False,False
393.2,4946,5750,2903,1780,2.0,8,4,1,1,0,False,False
501.8,6312,10400,3670,2425,2.0,7,3,2,1,2,False,True
330.0,4151,4000,2220,1254,2.0,7,3,1,1,1,False,False
399.3,5023,7218,2978,1692,2.0,7,3,1,1,0,False,False
407.3,5123,6252,3172,1720,2.0,7,3,2,0,0,False,True
261.7,3292,4226,2114,1025,1.0,5,3,1,0,1,False,False
311.8,3922,4000,3438,1436,1.0,6,2,1,0,0,False,False
264.5,3327,3800,2084,1000,1.0,5,2,1,0,1,False,False
421.2,5298,7045,2699,1656,2.0,7,4,1,1,2,False,False
511.3,6432,13950,4173,2278,2.0,9,5,2,0,1,False,False
347.9,4376,4269,2236,1368,2.0,6,4,1,1,1,False,False
305.2,3839,6396,2635,1201,1.0,5,2,1,0,1,False,False
436.5,5491,4181,2251,1387,2.0,6,3,2,0,0,False,True
255.0,3207,4200,1940,970,1.0,7,3,1,1,1,False,False
272.3,3425,5400,2132,1056,1.0,5,2,1,0,1,False,False
413.0,5195,4876,3440,1942,2.0,7,3,1,1,1,False,True
359.9,4527,4524,2567,1664,2.0,8,4,1,1,0,False,False
400.0,5032,5974,2474,1524,2.0,7,3,1,0,1,False,True
332.6,4184,5122,1664,792,1.0,5,2,1,0,1,False,False
419.7,5279,5000,3136,1810,2.0,8,5,1,0,0,False,True
398.7,5015,7188,2568,1440,2.0,7,3,1,2,1,False,False
363.4,4571,4150,2190,1470,2.0,6,3,1,1,1,False,False
328.9,4137,3712,2459,1425,2.0,6,3,1,1,1,False,False
450.1,5662,5400,3512,2013,2.0,7,4,2,1,1,True,False
304.2,3826,7842,2106,936,1.0,4,3,1,1,0,False,False
325.5,4094,6875,3070,1540,1.0,7,3,2,0,0,False,False
537.6,6763,9904,5074,2860,2.0,10,6,1,1,0,False,False
404.1,5083,6688,2510,1350,2.0,6,3,1,1,1,False,False
265.9,3345,6946,2339,1075,1.0,6,3,1,0,1,False,False
282.6,3555,5963,2136,1008,1.0,7,3,1,1,0,False,False
403.6,5077,5000,3012,1936,2.0,8,3,1,1,1,False,False
186.3,2343,4300,1926,960,1.0,5,2,1,0,1,False,False
683.1,8593,11550,4989,3245,2.5,9,4,3,1,2,False,False
671.9,8452,7820,4169,2374,2.0,9,5,2,1,1,True,False
275.3,3463,5000,1812,864,1.0,5,2,1,0,0,False,False
317.8,3997,11250,2566,1244,1.0,6,3,1,1,1,False,False
389.6,4901,7395,2499,1454,2.0,8,4,1,1,1,False,False
498.6,6272,13773,5032,2608,1.0,9,5,1,1,1,False,False
403.8,5079,5000,2719,1718,2.0,7,3,1,1,0,False,False
291.5,3667,6000,2080,2028,1.0,8,4,1,1,0,False,False
